epoch;0_iou;1_iou;accuracy;loss;lr;recall;val_0_iou;val_1_iou;val_accuracy;val_loss;val_recall
10;0.9965605735778809;0.4293905198574066;0.9965696334838867;0.001713962177745998;1e-04;0.9965695142745972;0.9967358708381653;0.4422841966152191;0.9967442154884338;0.0017211249796673656;0.9967442154884338
11;0.9965758919715881;0.42342495918273926;0.9965843558311462;0.0017097898526117206;1e-04;0.996584415435791;0.9967329502105713;0.4420640170574188;0.9967414736747742;0.0016503033693879843;0.9967414736747742
12;0.9965746402740479;0.42783522605895996;0.9965834021568298;0.0016888505779206753;1e-04;0.9965834021568298;0.996716320514679;0.4313136041164398;0.9967244267463684;0.0016925560776144266;0.9967244267463684
13;0.9965579509735107;0.4277940094470978;0.9965665340423584;0.0017122126882895827;1e-04;0.9965667128562927;0.9967179894447327;0.44340401887893677;0.9967265129089355;0.0016283163568004966;0.9967265129089355
14;0.9965709447860718;0.43211013078689575;0.9965799450874329;0.0017006481066346169;1e-04;0.9965799450874329;0.9966864585876465;0.4343527555465698;0.9966948628425598;0.0016481735510751605;0.9966948628425598
15;0.9965815544128418;0.43162715435028076;0.9965904355049133;0.0016936614410951734;1e-04;0.9965903759002686;0.9966047406196594;0.4726892411708832;0.9966151118278503;0.0017110551707446575;0.9966151118278503
16;0.9966162443161011;0.4399198293685913;0.9966253042221069;0.0016491669230163097;1e-04;0.9966252446174622;0.996763288974762;0.44576242566108704;0.9967716336250305;0.001607011421583593;0.9967716336250305
17;0.9966219067573547;0.4379066526889801;0.996630847454071;0.001646237331442535;1e-04;0.996630847454071;0.9967251420021057;0.4585241675376892;0.9967341423034668;0.0016452731797471642;0.9967341423034668
18;0.9966318607330322;0.43610963225364685;0.9966405034065247;0.0016181154642254114;1e-04;0.9966406226158142;0.9967155456542969;0.4471895694732666;0.9967243075370789;0.0015985345235094428;0.9967243075370789
19;0.996646523475647;0.44860079884529114;0.9966557621955872;0.001599359791725874;1e-04;0.9966557025909424;0.9967403411865234;0.46154457330703735;0.9967494010925293;0.0016104106325656176;0.9967494010925293
20;0.9966420531272888;0.4399442672729492;0.9966509342193604;0.001628692145459354;1e-04;0.9966509342193604;0.9967719912528992;0.45601919293403625;0.9967806339263916;0.0015931549714878201;0.9967806339263916
21;0.9966476559638977;0.4409075379371643;0.9966564774513245;0.0015962629113346338;1e-04;0.9966564774513245;0.996649980545044;0.47584474086761475;0.996660053730011;0.001629650592803955;0.996660053730011
22;0.9966461658477783;0.4411851167678833;0.9966549277305603;0.0016149579314514995;1e-04;0.9966549873352051;0.9967076778411865;0.458861768245697;0.9967168569564819;0.0016351931262761354;0.9967168569564819
23;0.9967091083526611;0.45353609323501587;0.9967180490493774;0.0015700319781899452;1e-05;0.9967180490493774;0.9967978000640869;0.4595688283443451;0.9968063831329346;0.0015807009767740965;0.9968063831329346
24;0.99678635597229;0.45395925641059875;0.9967950582504272;0.0015129456296563148;1e-05;0.9967949390411377;0.9967363476753235;0.4686613380908966;0.9967457056045532;0.0015848263865336776;0.9967457056045532
25;0.9966812133789062;0.44961994886398315;0.996690034866333;0.0015366815496236086;1e-05;0.9966900944709778;0.9967890977859497;0.4665442109107971;0.9967980980873108;0.0015735107008367777;0.9967980980873108
26;0.9967063665390015;0.45498448610305786;0.9967154264450073;0.0015486676711589098;1e-05;0.9967153072357178;0.9967872500419617;0.4682455360889435;0.9967963695526123;0.0015764167765155435;0.9967963695526123
27;0.9966893792152405;0.45304009318351746;0.9966984391212463;0.0015604377258569002;1e-05;0.9966984391212463;0.9967821836471558;0.464606374502182;0.9967910647392273;0.0015751636819913983;0.9967910647392273
28;0.9967475533485413;0.45869746804237366;0.9967566132545471;0.0015377623494714499;1e-05;0.9967564940452576;0.9968079924583435;0.4600105583667755;0.9968166351318359;0.0015825845766812563;0.9968166351318359
29;0.9966962933540344;0.4533836543560028;0.9967052936553955;0.0015484445029869676;1e-05;0.9967052936553955;0.9968103766441345;0.46047669649124146;0.9968191385269165;0.001569535001181066;0.9968191385269165
30;0.9966992735862732;0.4487602114677429;0.9967080354690552;0.001523235929198563;1e-05;0.9967080950737;0.9968196749687195;0.4637363851070404;0.9968283772468567;0.001576579874381423;0.9968283772468567
31;0.9967167973518372;0.45344600081443787;0.9967255592346191;0.0014988273615017533;1e-05;0.9967256188392639;0.9968181848526001;0.4657559096813202;0.9968269467353821;0.0015779277309775352;0.9968269467353821
32;0.9966990351676941;0.4519789516925812;0.9967077970504761;0.0015388678293675184;1e-05;0.9967079162597656;0.9968147277832031;0.46492308378219604;0.9968234300613403;0.0015683434903621674;0.9968234300613403
33;0.9967472553253174;0.4557836055755615;0.9967561364173889;0.0015044842148199677;1e-05;0.9967561364173889;0.9968183636665344;0.47081342339515686;0.9968273639678955;0.0015746122226119041;0.9968273639678955
34;0.9967008233070374;0.4629178047180176;0.9967103004455566;0.0015278583159670234;1e-05;0.9967102408409119;0.9968288540840149;0.4660920202732086;0.9968376159667969;0.0015684467507526278;0.9968376159667969
35;0.9967373609542847;0.4538303315639496;0.9967462420463562;0.0015126970829442143;1e-05;0.9967462420463562;0.9968205094337463;0.46684199571609497;0.9968294501304626;0.0015755359781906009;0.9968294501304626
36;0.9967138171195984;0.4514804780483246;0.9967225790023804;0.0015359176322817802;1e-05;0.9967226982116699;0.9968183636665344;0.4633946120738983;0.9968270063400269;0.0015650882851332426;0.9968270063400269
37;0.9967207312583923;0.4556196630001068;0.9967297315597534;0.001546168583445251;1e-05;0.9967297315597534;0.996816098690033;0.46673107147216797;0.9968249201774597;0.0015695698093622923;0.9968249201774597
38;0.9967145919799805;0.4539904296398163;0.9967236518859863;0.0015444178134202957;1e-05;0.9967235326766968;0.9968003034591675;0.4661780893802643;0.9968093037605286;0.0015743509866297245;0.9968093037605286
39;0.9966712594032288;0.4483642280101776;0.9966803789138794;0.001524106366559863;1e-05;0.9966802597045898;0.9967948794364929;0.46673065423965454;0.9968038201332092;0.0015691930893808603;0.9968038201332092
40;0.9967027306556702;0.4543200731277466;0.996711790561676;0.001531447283923626;1e-05;0.9967117309570312;0.9968085885047913;0.46381157636642456;0.9968173503875732;0.001569191925227642;0.9968173503875732
41;0.9967371821403503;0.4546959400177002;0.9967460632324219;0.0015013419324532151;1e-05;0.9967460632324219;0.9967612624168396;0.4724476635456085;0.9967706203460693;0.0015702968230471015;0.9967706203460693
42;0.9967307448387146;0.45772650837898254;0.9967397451400757;0.0015253662131726742;1e-05;0.9967396855354309;0.9968070983886719;0.46790847182273865;0.9968160390853882;0.0015675753820687532;0.9968160390853882
43;0.9967249631881714;0.46004143357276917;0.996734082698822;0.001548898289911449;1e-05;0.996734082698822;0.9967974424362183;0.46863222122192383;0.9968063831329346;0.0015669125132262707;0.9968063831329346
44;0.9967284202575684;0.4612037241458893;0.9967377781867981;0.0014998664846643806;1e-05;0.9967376589775085;0.996783971786499;0.47159770131111145;0.9967930912971497;0.0015640786150470376;0.9967930912971497
45;0.9967210292816162;0.4600647985935211;0.9967302680015564;0.0015365098370239139;1e-05;0.9967302680015564;0.9968098998069763;0.4709698557853699;0.9968189001083374;0.0015641709323972464;0.9968189001083374
46;0.9967158436775208;0.4551865756511688;0.9967249035835266;0.001514005707576871;1e-05;0.9967249035835266;0.9968023896217346;0.47262418270111084;0.9968115091323853;0.0015665213577449322;0.9968115091323853
47;0.9967912435531616;0.4635140001773834;0.9968001246452332;0.0014881660463288426;1e-05;0.9968001246452332;0.9968148469924927;0.46832308173179626;0.9968236684799194;0.0015644609229639173;0.9968236684799194
48;0.9967548251152039;0.45963674783706665;0.9967639446258545;0.001469797920435667;1e-05;0.9967637658119202;0.9967889189720154;0.475198894739151;0.9967982172966003;0.001568997628055513;0.9967982172966003
49;0.9967260360717773;0.4632713794708252;0.9967352747917175;0.0015320192323997617;1e-05;0.9967352747917175;0.9968036413192749;0.4703017771244049;0.9968127608299255;0.001569011714309454;0.9968127608299255
